r_ref,a,b,m,n1,n2,n3
0.00434,1.497233,1.563425,9,4.006639,2.082142,2.866699
0.00434,0.543655,2.253434,13,21.07551,6.940904,3.96596
0.00434,1.699781,5.713007,3,8.714159,11.814314,7.376257
0.00434,3.157698,2.584873,4,5.823212,3.318123,9.949449
0.00434,2.777205,0.948495,5,6.012322,5.119405,2.87504
0.00434,3.295423,1.837353,6,4.338466,3.320139,3.297825
0.00434,2.017423,5.640341,7,3.19898,9.222631,7.76868
0.00434,1.752349,1.605231,2,1.906764,3.142398,2.507659
0.00434,1.531637,3.760272,5,2.947382,6.078492,2.370584
0.00434,3.478148,3.181296,12,6.274126,5.716302,7.427976
0.00434,2.57352,8.718358,15,8.957527,3.360783,4.389331
0.00434,4.171292,6.158313,3,5.645226,2.158602,5.52167
0.00434,1.239421,8.474875,10,9.006549,4.848927,1.688345
0.00434,0.712989,4.519389,14,10.322214,6.649968,4.3135
0.00434,2.196493,9.233542,4,3.316053,8.817553,1.987275
0.00434,3.779756,1.187463,6,3.87606,1.359818,9.360837
0.00434,5.775064,0.933263,6,6.636696,2.342403,7.371236
0.00434,1.85573,1.24198,10,7.181301,5.328696,0.501142
0.00434,11.498786,13.115841,10,9.246961,3.779975,4.192588
0.00434,6.759211,1.95232,5,6.991394,3.013455,4.102037
0.00434,2.47857,0.630425,8,2.565203,0.797148,4.673446
0.00434,0.760313,3.125554,14,4.346308,3.403134,4.230523
0.00434,1.419765,3.063698,11,3.555669,5.242057,2.467919
0.00434,2.052066,1.813424,3,0.782387,2.776367,3.166518
0.00434,3.2129,1.745602,4,7.350802,4.325357,9.875053
0.00434,0.044122,0.418629,2,5.837337,14.407104,6.207928
0.00434,2.850411,2.066132,11,5.021066,2.610481,4.854889
0.00434,0.951356,2.011577,15,7.366956,5.208427,9.675445
0.00434,6.214601,2.772245,5,4.828806,4.150332,7.368987
0.00434,3.592708,2.581877,14,12.005365,2.882618,9.43901
0.00434,3.831653,4.566004,12,5.463022,4.048042,3.585524
0.00434,2.869948,3.309782,2,10.673307,4.200629,2.837058
0.00434,0.195775,0.820265,4,4.482223,2.657739,4.882674
0.00434,4.645304,0.423837,7,7.440289,2.590555,7.4041
0.00434,2.685923,2.793633,2,6.623275,8.788467,2.145814
0.00434,1.586622,2.451709,15,5.638439,2.765143,6.050023
0.00434,4.315524,1.148662,8,4.183497,1.747692,2.367101
0.00434,3.394787,2.634616,15,10.124711,3.639139,5.485094
0.00434,6.274329,4.043204,14,3.508623,1.560044,4.595199
0.00434,13.977907,3.268156,15,7.081239,2.440511,3.786805
0.00434,3.486832,1.378151,9,3.102969,2.538146,3.959597
0.00434,0.954339,0.822901,13,3.86677,0.831887,7.292264
0.00434,1.701888,2.195187,10,4.407104,8.993398,1.425569
0.00434,2.059843,3.208489,2,2.237071,6.021214,5.321175
0.00434,2.462071,0.354377,2,3.883353,9.912845,8.851203
0.00434,1.946523,3.235966,12,10.694635,1.858724,3.716049
0.00434,0.649589,3.611957,14,7.626726,6.904301,4.564579
0.00434,1.014189,3.360144,2,1.562302,9.08001,9.467859
0.00434,11.555001,1.229815,9,7.531861,4.607806,6.431056
0.00434,2.960002,5.435639,2,2.559681,8.36006,7.620567
0.00434,3.783916,1.061679,12,10.741657,3.981743,6.543644
0.00434,1.9834,5.964496,16,6.455494,6.832204,4.422231
0.00434,3.056183,1.159599,8,6.084858,5.97055,4.513898
0.00434,1.446754,10.083726,8,4.622827,2.753935,0.380095
0.00434,1.073294,4.30066,14,8.021769,7.00022,3.898738
0.00434,3.126703,4.536697,5,2.638028,2.633432,5.975276
0.00434,2.838161,9.9513,2,2.884347,5.108551,9.392884
0.00434,2.712068,1.099017,9,1.741897,1.799424,5.559241
0.00434,2.41455,2.992857,6,3.088283,4.562255,4.713934
0.00434,2.255183,1.087896,2,7.311817,3.9175,2.676607
0.00434,2.07079,1.52551,15,7.017773,4.895587,13.394677
0.00434,0.454484,6.804346,5,5.981627,5.034371,3.179904
0.00434,5.240937,4.051656,10,2.987952,2.091867,4.489123
0.00434,3.761635,2.933446,5,5.014927,3.716065,7.617715
0.00434,1.134669,1.796323,15,1.804223,1.370491,3.023962
0.00434,2.403966,2.466504,13,2.01336,6.460222,5.898613
0.00434,0.815872,2.012593,15,11.777008,8.02346,8.970923
0.00434,1.161193,1.229885,16,3.543229,1.517374,6.202685
0.00434,4.897826,7.263463,10,7.409351,5.257672,5.730099
0.00434,0.608152,2.168936,3,2.106418,9.42026,6.282362
0.00434,2.904354,1.321237,4,10.037419,17.817424,3.669738
0.00434,5.682724,1.591362,10,3.466086,4.031358,7.005106
0.00434,9.550315,4.37805,12,3.464688,6.264785,5.312692
0.00434,3.593135,3.467387,14,5.205704,2.613417,4.390266
0.00434,3.867363,1.844264,2,4.069525,6.093213,4.184287
0.00434,2.100037,0.460928,14,13.660266,5.25635,5.63465
0.00434,0.188152,1.131872,3,3.146343,2.116349,3.573122
0.00434,5.420071,2.620104,6,9.658438,4.653491,8.023593
0.00434,3.581988,1.693536,8,8.887843,4.023027,2.783285
0.00434,4.512993,3.595914,2,4.039418,3.698046,6.793043
0.00434,6.137046,0.647294,16,3.915879,1.326878,0.573954
0.00434,4.517317,5.032547,7,5.980113,8.745299,5.319064
0.00434,4.769633,3.921593,13,4.667719,4.920619,6.648865
0.00434,1.382373,3.469582,13,10.20316,6.253595,5.349005
0.00434,0.956399,5.122402,5,4.480665,11.385194,4.338989
0.00434,2.885325,0.777669,3,8.116003,14.981313,3.547714
0.00434,1.065409,0.835966,15,7.125517,5.038403,11.554944
0.00434,0.395156,4.049575,15,9.185294,3.230046,3.078342
0.00434,7.853259,1.425299,9,15.120161,7.804519,11.172478
0.00434,1.674372,0.230348,9,12.599997,6.655444,6.666868
0.00434,0.907002,0.57895,4,3.544603,2.507833,4.427837
0.00434,2.182685,1.454782,13,11.13087,9.119451,12.091021
0.00434,1.485398,2.013043,8,5.110096,5.627442,7.3695
0.00434,1.536317,1.960365,6,5.317205,2.340415,3.769657
0.00434,8.462081,7.351001,10,5.312178,5.719878,6.327007
0.00434,4.652486,1.42041,7,10.004101,2.309624,9.211251
0.00434,4.445409,1.607091,9,3.53901,1.658974,2.14472
0.00434,3.312442,9.813746,4,11.531897,9.911007,6.998491
0.00434,2.095585,4.822637,2,6.200696,9.375711,2.703315
0.00434,0.987877,1.324242,11,3.844338,4.880226,1.078613
0.00434,2.058926,5.823782,9,8.20306,5.517592,3.178815
0.00434,2.162009,1.041306,8,2.293962,3.673474,6.096109
0.00434,5.119929,1.256072,2,3.456532,3.035229,1.311021
0.00434,1.524602,1.302288,13,4.814484,10.607736,1.810088
0.00434,5.978548,2.937947,13,1.288212,6.785854,7.320356
0.00434,2.215048,3.826165,14,13.779192,7.869997,1.502077
0.00434,0.353817,0.815438,2,8.081622,7.382707,14.454428
0.00434,1.587532,2.021846,14,4.351426,2.572229,2.663272
0.00434,3.181372,1.656176,6,2.179528,3.30914,5.167632
0.00434,0.957332,0.581331,6,8.058977,3.966649,4.171586
0.00434,2.598811,1.382093,5,3.892221,4.764483,7.660044
0.00434,0.263739,0.885662,4,7.598347,2.536677,4.770389
0.00434,2.461346,4.227883,16,10.619559,10.575523,2.120248
0.00434,4.336047,2.433483,8,1.598591,4.521003,5.190734
0.00434,2.570663,3.535238,12,10.386811,4.001402,6.032539
0.00434,1.1794,2.183539,10,4.975934,4.921378,7.996826
0.00434,1.011765,14.320142,2,3.117973,7.613236,3.177707
0.00434,2.277097,2.215873,9,5.218786,6.120405,5.165076
0.00434,1.287717,0.553138,8,7.02367,7.665691,6.873004
0.00434,2.033721,3.222644,2,3.526563,5.711979,7.560049
0.00434,4.543387,0.490787,5,4.978382,2.69325,5.066238
0.00434,8.560011,0.848421,2,9.791944,5.631627,6.578132
0.00434,2.103502,0.550249,7,5.195264,1.4668,5.627477
0.00434,1.128217,1.112361,12,3.345863,5.984585,3.748938
0.00434,5.225214,0.751961,14,8.343581,1.046451,9.795127
0.00434,5.330605,3.443634,16,6.370095,8.850113,5.465222
0.00434,1.977881,5.008296,14,1.955979,10.725127,6.613494
0.00434,1.886903,3.363123,9,2.764685,10.342574,6.549434
0.00434,2.34884,0.510188,4,4.028136,2.164938,3.595875
0.00434,2.79966,1.607946,9,5.063761,6.018118,4.506739
0.00434,3.363201,3.274716,2,11.49875,3.370274,9.940009
0.00434,2.268852,4.741857,12,5.286664,4.348832,4.797224
0.00434,2.084977,3.381599,11,7.167074,5.097697,3.283264
0.00434,1.425054,0.580723,14,13.927633,3.606721,0.857898
0.00434,1.533249,1.928099,12,3.290684,13.86427,6.790614
0.00434,1.814823,2.559116,12,3.41743,7.342974,2.515858
0.00434,3.765834,1.997161,5,13.457983,10.088758,8.349027
0.00434,4.124784,1.883926,9,2.641299,4.645975,10.148294
0.00434,1.993017,1.539598,5,9.743009,5.519873,8.035578
0.00434,0.343784,1.813224,10,5.404099,1.729963,3.050811
0.00434,2.638915,1.124743,12,4.377479,7.804838,8.20325
0.00434,2.014251,2.019043,15,4.520495,9.015373,14.173759
0.00434,4.656342,1.30264,2,11.562062,4.150671,4.398172
0.00434,1.293825,1.979914,8,1.602007,6.823769,2.416205
0.00434,1.298784,1.356423,6,5.181312,4.962509,2.600106
0.00434,2.336272,1.379666,2,6.299923,7.051843,4.008857
0.00434,1.784022,1.234236,6,7.429634,4.928396,6.773183
0.00434,0.68047,1.884951,5,8.728909,1.403597,7.792345
0.00434,3.598385,2.554526,16,7.138252,6.052803,3.638829
0.00434,1.390117,1.082834,16,8.504207,2.50465,11.055792
0.00434,1.357183,6.217587,10,6.289885,6.52619,4.481277
0.00434,1.784321,2.947355,7,3.72576,5.838816,5.124114
0.00434,2.420711,5.138987,10,6.848878,8.288239,6.746669
0.00434,3.544763,7.813032,16,1.32217,5.084852,3.048543
0.00434,5.861598,5.206348,15,13.275003,0.770527,3.641835
0.00434,4.300622,1.909466,13,6.756071,8.021467,4.897532
0.00434,2.288663,3.604695,9,5.57062,4.102911,3.67897
0.00434,2.789787,6.167666,8,2.55713,10.063889,7.784786
0.00434,3.220718,4.260069,16,4.064025,7.776446,6.682545
0.00434,1.537869,1.178805,3,3.379867,4.046974,4.482846
0.00434,1.869447,1.847044,9,6.848404,5.175916,7.9135
0.00434,1.315086,1.620251,3,4.696633,2.629802,4.595151
0.00434,5.645634,1.48432,12,4.413022,3.25868,6.376282
0.00434,0.188071,1.0644,14,10.125925,3.147058,7.624333
0.00434,3.331697,4.98489,15,9.105956,1.676993,3.679294
0.00434,0.926504,1.756039,11,3.787184,2.900348,7.912241
0.00434,1.254786,1.119893,9,6.90617,5.715532,6.759111
0.00434,0.683783,0.734714,10,2.57913,2.857142,4.62331
0.00434,3.113856,3.807467,13,5.284908,3.824408,3.101755
0.00434,0.956451,0.978439,4,12.90194,9.452503,8.340439
0.00434,1.878207,2.943603,8,3.559097,12.280925,11.086367
0.00434,1.363128,13.346882,12,3.648829,6.130728,1.628852
0.00434,5.493266,4.490264,11,2.033467,5.759885,8.203986
0.00434,0.899645,2.719749,2,0.959549,5.834993,7.593812
0.00434,1.839648,2.155664,13,3.421527,4.716941,4.504932
0.00434,1.566513,4.668503,5,10.673783,1.248943,3.078975
0.00434,0.831939,0.670353,9,10.78502,2.066411,4.916643
0.00434,2.209511,1.488661,7,10.277915,4.372926,3.166029
0.00434,3.660022,2.539272,5,4.966311,4.677638,4.053438
0.00434,0.786354,2.429172,9,6.832393,4.594108,5.028738
0.00434,1.145832,8.092622,2,2.606048,4.212714,8.787172
0.00434,5.308311,7.503166,2,6.056547,2.530795,3.846458
0.00434,5.344472,0.961329,14,7.682927,5.590235,5.678097
0.00434,0.46063,0.873176,8,6.601722,3.32017,8.39353
0.00434,5.533812,2.496559,10,4.847962,4.02299,3.770981
0.00434,6.589636,5.38675,12,7.977956,4.374527,3.257296
0.00434,3.443646,1.16072,3,4.290687,5.58374,9.117193
0.00434,0.975068,1.744399,11,4.44828,10.142342,4.023605
0.00434,0.661703,3.202617,2,3.817855,4.946115,2.641123
0.00434,1.261162,1.750233,2,3.339616,7.766591,12.70014
0.00434,1.047232,2.372247,9,5.654137,14.793387,5.867599
0.00434,0.669246,2.339995,7,6.035288,6.930329,2.491537
0.00434,3.280198,3.818894,4,7.639457,11.136378,8.069494
0.00434,0.432147,1.96064,14,6.885899,8.246818,6.791834
0.00434,1.625682,0.56855,10,5.877464,3.433397,4.142789
0.00434,0.417345,4.108538,10,17.369334,4.154016,5.512158
0.00434,3.256001,2.801611,4,8.877959,12.87828,10.979054
0.00434,2.634958,0.814658,8,2.497306,3.34775,11.43812
0.00434,1.448127,0.74362,4,9.395558,6.872469,6.134744
0.00434,2.13075,1.718067,8,5.271769,6.530951,3.329642
0.00434,2.209804,1.85453,2,15.983385,2.684581,4.112297
0.00434,3.310537,2.986414,12,3.756093,7.426471,6.083367
0.00434,3.237239,3.23449,2,5.882202,3.20433,5.206311
0.00434,4.069811,1.474276,11,8.041712,1.759478,4.587001
0.00434,3.405461,2.117161,10,17.041326,7.496176,2.926055
0.00434,4.31187,1.161165,12,7.260914,5.612677,10.902682
0.00434,2.848434,1.249917,15,4.808775,3.241299,8.966654
0.00434,0.662357,4.9167,11,7.783396,3.212089,2.919379
0.00434,2.535401,0.736459,7,13.640389,10.3197,1.739781
0.00434,2.321944,0.681747,16,16.904393,2.424973,8.087315
0.00434,1.091951,3.283653,6,12.215943,3.347751,6.242877
0.00434,7.957131,3.563842,3,21.091049,5.788009,3.144867
0.00434,2.119809,2.692774,12,18.051663,0.967719,6.670092
0.00434,0.376492,1.945242,2,4.478717,5.484834,8.901968
0.00434,0.6556,2.455511,12,7.120806,1.601616,4.512096
0.00434,1.548878,4.731432,12,10.511762,14.606361,3.131816
0.00434,2.123076,1.096341,14,7.943773,1.603167,12.864452
0.00434,1.917046,5.194943,4,9.323009,2.416895,3.977091
0.00434,2.651706,1.821761,14,8.983341,3.298656,3.44368
0.00434,2.290433,1.664277,10,7.810231,11.878882,4.13131
0.00434,4.315885,6.622283,7,6.57335,5.28408,3.324565
0.00434,3.030367,1.305094,5,7.200124,8.343115,4.356455
0.00434,1.171119,3.68487,14,5.919276,8.337105,3.595857
0.00434,1.65178,2.28738,5,5.686524,5.9333,2.314249
0.00434,1.925562,3.504438,15,10.105618,8.043867,7.349208
0.00434,6.52198,0.366419,2,4.728134,7.463761,3.294798
0.00434,1.540311,1.213709,10,4.672879,3.390719,3.36929
0.00434,0.328252,1.524019,11,9.033205,3.143983,4.126025
0.00434,1.16407,1.105099,3,2.547438,6.212154,2.463424
0.00434,5.402203,2.459075,5,8.989413,4.428785,9.831004
0.00434,2.85505,2.035633,2,4.398889,9.951492,13.063148
0.00434,0.867939,1.899798,5,3.580589,2.5773,10.136544
0.00434,1.303249,1.729882,13,1.940472,10.239794,7.202603
0.00434,0.913236,3.057971,16,7.038959,1.532332,3.791101
0.00434,3.47534,4.55491,9,6.416957,4.817469,4.872433
0.00434,3.154803,3.041305,8,8.071099,6.849977,8.449724
0.00434,4.225324,0.044592,4,6.222215,9.528631,4.098409
0.00434,6.797616,1.662052,4,4.091497,1.412463,6.164198
0.00434,5.431586,8.209454,16,5.870902,5.686388,2.883891
0.00434,2.653258,0.474249,2,8.290501,3.051647,10.881667
0.00434,2.5082,4.369956,14,9.994053,5.070485,9.507163
0.00434,5.657942,9.199638,4,6.380219,3.425539,4.915545
0.00434,1.56306,5.156889,5,0.688836,6.196033,5.086496
0.00434,1.75589,1.473524,12,5.860563,4.690933,7.448461
0.00434,0.692944,4.063426,3,3.279039,2.8759,4.83166
0.00434,2.957907,3.776556,4,8.110183,10.41557,1.539793
0.00434,2.183592,2.106535,9,12.577389,7.557731,10.035095
0.00434,1.140717,4.824657,12,7.309965,13.892593,12.761587
0.00434,4.530817,1.436972,13,11.59039,4.594964,5.578738
0.00434,0.684068,2.724786,15,3.037,6.791477,3.311198
0.00434,0.679598,2.489886,14,11.039612,14.281242,5.195828
0.00434,6.110925,2.911685,12,3.47647,7.110169,7.747938
0.00434,1.03612,2.584042,10,8.869338,10.401931,9.726069
0.00434,3.25993,3.79948,8,11.339414,5.427168,3.016547
0.00434,3.767921,4.396438,8,3.904379,2.748588,1.078372
0.00434,1.239333,1.368601,2,4.590426,1.078151,4.318441
0.00434,7.672795,2.076204,6,2.81259,2.789819,5.801765
0.00434,0.38025,2.661933,15,5.654643,4.713083,3.134111
0.00434,0.609145,0.658831,16,13.899288,11.082674,3.343971
0.00434,0.733012,1.70893,2,5.122464,3.130978,2.959506
0.00434,1.909164,2.301584,16,10.412296,3.591727,10.360999
0.00434,2.21916,2.904659,11,7.761438,7.759225,4.605853
0.00434,4.087304,10.237679,5,2.915835,8.094432,4.813075
0.00434,6.963942,0.179068,2,2.529305,2.18356,11.667475
0.00434,0.983427,1.559598,6,3.554993,12.868985,5.852333
0.00434,3.863007,4.119778,8,14.18617,10.644902,4.2977
0.00434,3.817096,2.387337,9,14.45361,5.668517,4.667825
0.00434,11.683604,4.914243,3,13.263874,5.63975,2.610377
0.00434,7.177279,1.259065,2,3.548824,8.578431,6.65881
0.00434,1.309726,6.57176,6,10.534211,1.272517,4.622288
0.00434,4.23856,1.209947,8,2.989661,2.742001,5.440616
0.00434,2.250178,5.438164,10,22.751196,7.16894,6.78326
0.00434,2.755257,1.076811,9,2.163544,6.604485,7.650137
0.00434,1.580858,1.196197,6,7.805668,8.962369,2.637902
0.00434,5.254105,5.495197,9,2.24584,4.638007,5.620602
0.00434,2.64006,1.866287,4,6.848694,3.965802,1.238486
0.00434,2.09983,1.090238,6,6.856881,6.161539,9.193442
0.00434,3.632811,1.962536,16,7.558092,4.070793,5.185519
0.00434,0.183313,2.505932,14,5.423306,1.276094,1.093076
0.00434,2.485641,6.421826,9,1.359882,13.374581,4.384605
0.00434,5.552057,2.074106,3,5.131078,2.812027,2.687171
0.00434,1.730232,0.801441,11,11.788089,4.124704,2.078595
0.00434,0.316173,1.679204,11,6.414845,2.021729,6.367927
0.00434,3.310639,3.097974,16,10.65331,1.978262,3.037645
0.00434,6.609345,1.976381,14,11.922739,6.945583,3.569993
0.00434,0.59847,3.119422,7,3.577532,14.740366,2.64685
0.00434,6.507843,2.214269,8,3.37672,3.23955,7.623354
0.00434,4.680025,3.973508,2,9.019238,5.28819,4.922981
0.00434,0.289072,0.751221,14,5.023632,4.282492,3.01915
0.00434,0.390316,1.656241,5,9.34424,3.269872,5.951202
0.00434,1.754106,3.296923,2,8.670721,6.138899,2.528977
0.00434,0.358186,1.538155,11,2.264761,2.408938,2.074139
0.00434,0.597226,0.853333,6,1.535662,2.552754,2.982494
0.00434,0.603787,0.171161,16,7.777399,9.801123,3.986757
0.00434,3.327188,1.6262,16,8.738873,1.449301,2.175799
0.00434,1.20284,1.544161,11,1.645302,7.137933,5.393892
0.00434,0.869612,5.217316,7,3.953841,6.122845,2.309126
0.00434,3.027616,6.210343,3,0.754453,3.673471,4.304361
0.00434,0.953525,1.559927,11,4.543373,9.760306,8.793209
0.00434,0.367708,0.607182,10,10.223107,7.000139,5.011904
0.00434,4.337335,5.331146,14,6.439382,4.860102,7.287352
0.00434,8.852368,2.622569,7,8.089833,10.110348,13.781076
0.00434,3.160028,6.056484,13,6.410456,5.905768,1.5192
0.00434,2.826821,5.065719,5,3.930156,4.628514,2.556094
0.00434,3.425828,3.038517,11,7.331226,0.613864,4.960086
0.00434,4.775083,1.233413,10,10.405482,5.898053,10.511495
0.00434,2.891053,0.922689,13,4.301728,5.442311,7.248478
0.00434,5.568763,4.428139,2,10.887929,3.697996,5.837939
0.00434,6.454996,4.788494,4,4.477368,1.012778,5.857747
0.00434,1.907936,1.957493,12,9.130776,5.130321,2.900751
0.00434,7.760674,4.25889,11,6.682264,1.578405,5.456875
0.00434,3.144932,4.757321,14,5.003012,7.529711,5.469276
0.00434,3.495126,5.203642,16,13.210464,8.146787,4.833278
0.00434,2.658106,1.102845,9,5.036861,11.801332,11.333341
0.00434,3.52735,1.298929,7,10.277173,8.676887,4.173696
0.00434,13.918994,5.114847,12,6.503097,7.293498,6.117896
0.00434,4.671501,4.152624,10,6.432443,6.064973,4.374823
0.00434,4.651318,3.416365,5,5.541129,7.921383,4.158018
0.00434,1.579803,6.564233,8,2.280643,9.456907,2.172327
0.00434,1.036938,1.265262,6,2.598672,1.539782,7.566086
0.00434,5.609605,9.480574,13,11.40114,6.16988,2.914476
0.00434,2.992881,1.405869,9,8.47903,5.465218,6.572563
0.00434,0.526982,2.659208,16,4.256719,2.573123,1.769402
0.00434,3.209365,6.596914,4,11.104251,6.224552,8.430917
0.00434,4.441597,5.286275,16,8.718543,5.952866,9.086827
0.00434,0.706136,3.561463,16,7.881947,4.22509,4.803516
0.00434,5.100649,6.053894,14,3.544543,7.459153,6.239708
0.00434,0.613812,0.272358,10,15.103016,1.884519,5.049844
0.00434,1.015079,1.621003,12,2.844864,8.292118,3.700656
0.00434,0.975411,1.854603,12,2.590792,2.171794,4.959482
0.00434,3.827631,3.14096,15,2.976264,4.8964,7.607469
0.00434,4.566115,2.122935,9,2.791505,4.256519,9.624852
0.00434,1.467281,1.605026,13,6.993018,4.536968,7.09537
0.00434,4.816678,2.940035,16,8.164254,8.330408,5.378447
0.00434,2.014221,5.131641,10,3.339071,5.205499,4.523767
0.00434,2.058239,1.67852,16,3.842184,4.162641,3.109435
0.00434,2.418076,5.094156,3,10.646926,11.584756,4.635362
0.00434,3.950794,2.448297,3,3.093166,12.413376,13.133073
0.00434,4.761901,4.568099,3,9.808794,4.385624,6.817263
0.00434,4.431694,0.962483,4,4.611897,4.297623,2.797785
0.00434,0.466476,1.574054,5,12.357311,9.914782,3.025432
0.00434,3.556372,1.973007,3,6.027304,7.91898,9.067249
0.00434,4.701686,0.289756,2,2.0303,13.542201,5.972519
0.00434,2.596343,1.164571,12,8.200596,3.611243,2.881343
0.00434,7.471655,3.617816,5,4.99147,6.111166,8.977045
0.00434,2.200973,4.40611,10,3.302053,2.899932,2.864465
0.00434,4.114982,5.743012,11,6.357464,8.422547,6.819986
0.00434,3.443316,1.315181,6,2.706274,3.910841,12.259279
0.00434,4.378672,3.645691,7,3.506878,5.477768,2.860184
0.00434,1.46281,2.797105,6,9.624315,5.629789,4.801016
0.00434,1.47994,11.90445,11,4.288704,10.410355,0.384564
0.00434,4.645651,8.354128,2,1.68284,3.181178,4.145153
0.00434,1.647364,1.596043,11,5.729753,1.546057,7.53391
0.00434,4.427396,5.256294,6,13.615523,5.090661,5.507976
0.00434,3.768376,6.911571,12,7.127986,3.581375,2.659739
0.00434,1.021015,2.073151,8,2.672409,10.093286,3.912188
0.00434,11.388829,2.251411,15,3.77259,3.188793,8.388741
0.00434,0.968557,0.433937,10,4.462795,7.292446,3.461125
0.00434,1.229116,3.97932,3,4.320287,7.346722,9.610626
0.00434,0.411783,1.84827,2,3.299864,7.046867,8.211035
0.00434,1.524469,2.314865,14,4.214626,1.517609,2.862653
0.00434,0.466998,0.511151,8,4.556156,6.447609,8.906771
0.00434,1.003166,4.501862,8,8.726031,1.608189,2.914353
0.00434,1.877785,5.972461,4,5.610002,0.326971,5.468538
0.00434,1.245362,3.057191,10,3.735404,9.121675,8.062802
0.00434,1.105434,1.590072,5,8.31555,6.19544,5.229862
0.00434,2.922608,4.963534,14,1.894985,4.019979,4.48941
0.00434,0.923398,1.683738,15,3.14607,4.798501,6.98484
0.00434,2.966598,2.672552,2,3.940777,3.687873,9.157319
0.00434,0.906203,7.324594,4,11.974795,7.715961,4.730319
0.00434,1.924969,0.881288,14,6.775808,6.221419,5.906465
0.00434,1.055302,9.683406,10,11.446267,7.537732,5.216293
0.00434,1.422161,2.714874,12,5.715573,1.446459,1.722107
0.00434,5.026543,3.337134,3,2.617343,4.631014,8.698516
0.00434,1.750947,1.252586,14,3.650301,2.471472,4.378627
0.00434,3.233633,1.742268,2,3.115964,8.029483,9.117776
0.00434,2.876756,4.582536,16,8.313007,6.431799,3.065301
0.00434,3.139011,0.778399,5,6.702277,4.185611,5.030049
0.00434,0.65834,1.597061,15,5.846632,1.834292,3.23341
0.00434,3.531055,2.798584,7,12.432688,3.025341,5.088131
0.00434,0.768323,3.585464,6,3.561069,8.688632,1.951181
0.00434,0.194024,2.419112,2,3.367159,8.757205,1.697756
0.00434,1.045928,3.777183,12,6.113191,10.578947,7.807533
0.00434,3.177924,0.488729,4,4.515011,4.624328,2.005331
0.00434,4.07133,2.341335,5,6.214043,3.859038,5.781148
0.00434,2.947697,1.822197,7,10.09994,6.013475,11.800054
0.00434,0.775468,0.341442,2,8.3687,4.202139,4.879715
0.00434,7.070236,2.373928,12,6.04133,5.500958,7.400936
0.00434,6.705788,0.252221,2,4.756197,6.931661,6.820335
0.00434,0.506707,0.782465,12,8.353815,11.073021,3.499271
0.00434,1.297219,1.518846,6,5.697181,4.8302,5.124056
0.00434,2.465413,0.941389,13,4.081759,7.128677,4.745122
0.00434,2.191084,0.262403,2,8.422451,11.915063,4.866412
0.00434,2.708768,2.078474,15,2.565273,2.635336,4.365314
0.00434,2.063531,0.9813,12,2.135257,3.339442,5.299217
0.00434,1.148611,0.899005,12,1.233591,7.503504,3.594297
0.00434,1.028239,2.113155,8,1.394178,12.908095,3.238115
0.00434,1.544445,2.084881,11,10.575926,8.442034,7.029263
0.00434,7.142965,6.596515,7,6.649416,3.911969,2.864279
0.00434,0.146423,1.033288,2,1.42623,5.139845,5.921388
0.00434,3.714339,3.849664,4,12.108986,3.543019,1.319094
0.00434,1.629322,3.662054,13,1.663682,5.455446,2.015764
0.00434,2.043649,4.771441,2,6.503871,7.212501,2.238582
0.00434,2.082893,3.819768,7,1.952039,3.715162,2.092337
0.00434,6.61113,4.344452,2,1.933114,5.688397,6.71956
0.00434,2.665442,0.829291,14,5.097815,2.589616,6.90366
0.00434,1.983451,2.123966,12,6.19017,2.84044,9.500696
0.00434,7.764941,1.518479,16,2.866086,4.474552,7.051303
0.00434,1.166281,2.965149,5,9.90326,6.298867,5.77233
0.00434,3.879674,4.904225,3,4.587976,1.86631,5.512239
0.00434,3.331423,2.018816,13,7.772665,3.404914,3.169501
0.00434,4.696275,3.054366,5,9.609729,4.960736,10.582949
0.00434,1.982768,5.437027,10,3.081847,5.756191,4.809448
0.00434,1.341134,1.187382,10,5.918995,9.741688,9.687875
0.00434,3.270577,2.703771,14,4.796962,2.102879,4.310249
0.00434,1.991287,4.507462,8,3.922191,9.186577,4.56397
0.00434,1.912747,4.417416,7,6.530675,4.708526,2.341323
0.00434,2.307108,8.453472,7,2.834638,6.014684,2.161293
0.00434,3.087687,0.00326,2,8.465729,2.785448,18.766165
0.00434,2.554905,0.397335,12,7.862417,4.587556,7.145932
0.00434,1.853885,4.018415,14,2.865921,6.505602,4.313413
0.00434,2.704854,0.449227,9,7.527316,1.479687,2.828638
0.00434,1.172045,5.763187,12,17.425474,2.451599,3.659705
0.00434,5.800307,2.680597,9,6.873578,9.747218,7.484364
0.00434,2.630184,3.418967,14,4.247541,6.468122,6.129321
0.00434,5.556943,5.437778,14,4.147049,2.791908,5.475824
0.00434,1.318312,2.10147,2,3.347067,9.935994,5.031204
0.00434,1.615757,3.620106,5,8.053684,5.370313,9.608068
0.00434,1.880891,1.201032,8,5.038965,1.762299,2.457421
0.00434,1.635838,4.06424,5,5.054758,2.750885,4.004781
0.00434,3.467279,7.360146,13,5.085648,9.039246,2.674273
0.00434,1.260423,6.316618,2,4.444175,3.243643,6.926064
0.00434,1.673032,5.30549,11,4.512589,7.36401,3.83267
0.00434,1.758481,5.466722,2,7.600759,11.66969,17.803369
0.00434,4.722297,0.780415,4,5.201396,7.937766,2.196097
0.00434,1.903836,2.508416,6,5.998688,4.095457,1.994661
